Height,Gender,Weight
72.4896554,Male,198.5816982
67.23393092,Male,203.3503393
67.26360484,Male,193.2176727
65.11850428,Male,178.1349452
66.26282004,Male,162.7795834
67.70167966,Male,159.2865106
65.53069597,Male,172.114312
69.86896981,Male,201.8370426
68.48187536,Male,170.3523296
72.21396335,Male,205.3897607
68.17953269,Male,169.7877681
71.98120654,Male,200.4373105
66.06513673,Male,178.588954
66.65616417,Male,168.0140297
67.5994242,Male,177.7664258
68.24594409,Male,193.277624
64.80862144,Male,162.3795406
67.49221827,Male,183.3838244
68.18073071,Male,181.0560953
69.5533849,Male,210.871799
66.40224967,Male,165.5684991
66.59215711,Male,196.1484498
71.93588658,Male,202.0464252
68.28704173,Male,170.4136025
69.9554512,Male,201.9480853
71.85112915,Male,193.3869846
65.75549864,Male,179.8556896
67.03185208,Male,156.489935
76.70983486,Male,235.0354188
72.57112137,Male,230.560535
69.7288049,Male,203.895655
72.799224,Male,218.2163966
72.53935407,Male,222.6671779
72.29474338,Male,208.4748659
67.25332482,Male,180.77978
75.94446038,Male,231.9247485
66.31623192,Male,170.5938581
71.15605349,Male,188.2714563
71.19220229,Male,196.0615292
72.19751201,Male,214.6035842
75.14082143,Male,224.1242713
64.41152936,Male,158.5793973
64.73442436,Male,166.5011147
63.41458714,Male,160.1406156
67.84866523,Male,176.1726343
65.93178483,Male,174.4852947
70.96655044,Male,193.9064988
67.58074728,Male,186.9916067
68.58927044,Male,173.5957961
70.32475344,Male,193.3465603
72.39448041,Male,208.436509
70.82085671,Male,206.0329778
65.90330126,Male,172.575231
74.79537502,Male,232.6354028
67.68091903,Male,177.2401455
67.15596277,Male,175.6466902
71.77484122,Male,212.6261023
64.66523194,Male,166.969204
68.12276836,Male,196.4144153
66.78692724,Male,165.4312422
66.80584984,Male,176.5658186
67.8860138,Male,174.6520347
69.17357692,Male,195.2375293
70.22492333,Male,205.6844384
64.85579918,Male,158.3414424
67.82109327,Male,169.0810083
63.44024747,Male,135.6558759
71.84843485,Male,218.1574695
66.72807365,Male,155.8995413
71.96830565,Male,201.5281774
76.02134748,Male,235.9260606
71.47610128,Male,195.3926176
67.36980864,Male,176.6361636
70.55524376,Male,198.4602486
69.86710128,Male,185.71691
67.94757004,Male,177.3477798
74.10455886,Male,215.7597035
69.1678363,Male,187.0224203
66.55722857,Male,171.5878843
66.70160499,Male,172.8398091
67.24606495,Male,168.2802869
69.05138548,Male,163.8204889
70.67274718,Male,190.0234342
65.49899512,Male,156.8699517
65.18722085,Male,172.6064826
67.56814301,Male,169.063983
73.81538569,Male,231.3745081
71.60656421,Male,207.2504768
67.72474924,Male,172.1527722
68.23113195,Male,199.827758
65.92942171,Male,168.0904122
71.54849571,Male,197.8196148
69.16438112,Male,196.892315
68.59765932,Male,180.2217801
71.05751089,Male,189.1340124
63.64405958,Male,158.4227173
71.1824554,Male,208.9226827
66.12867317,Male,187.1411195
65.05737312,Male,157.5824315
68.09137436,Male,181.644445
70.9931439,Male,204.7466782
74.22117488,Male,231.1301898
69.32711818,Male,186.2584296
64.93134219,Male,181.0938696
68.34684231,Male,198.9209797
70.92912508,Male,203.3704632
61.4778092,Male,161.0287521
68.49081272,Male,189.8066818
72.04988987,Male,200.2028285
72.52166703,Male,221.8626503
71.23391139,Male,214.0601482
72.25911519,Male,201.7014216
67.5650399,Male,187.1870936
72.26760699,Male,196.5274669
62.600248,Male,151.7207037
66.23643729,Male,167.2975303
69.65043741,Male,198.843696
69.28592141,Male,178.789548
70.72527874,Male,193.5392521
68.82861496,Male,197.737905
66.01442823,Male,184.4618115
66.41488206,Male,155.1947717
66.61562439,Male,160.9919899
68.03482178,Male,189.0844617
70.50239804,Male,172.9857771
69.15772949,Male,195.8952569
70.79502261,Male,215.7464553
65.19437712,Male,166.7073731
74.78571432,Male,239.4643429
71.06690628,Male,184.2792458
69.33419779,Male,199.9838909
69.89920395,Male,191.4122311
64.42519379,Male,169.1094014
67.8521307,Male,194.7445225
67.54906949,Male,183.2665331
74.76744684,Male,210.3699087
71.41894599,Male,198.0424839
67.12034439,Male,172.6640904
69.85958791,Male,197.0708562
68.43081339,Male,190.50581
67.93348261,Male,184.5554831
68.49534316,Male,179.9298166
65.24414341,Male,159.5032198
70.18535205,Male,197.8845071
71.10413316,Male,217.2696052
68.44757854,Male,187.907426
65.42057682,Male,176.8616842
67.70078811,Male,185.1482021
74.22306306,Male,223.3080403
71.16724587,Male,206.9429818
67.23077189,Male,171.0169406
67.88055919,Male,175.222848
67.37637547,Male,173.3103956
68.76124693,Male,181.1259735
71.7052725,Male,202.6090083
69.38099479,Male,199.85092
73.71652763,Male,223.5147223
69.45337621,Male,219.2617067
70.78628981,Male,211.2160809
71.76846374,Male,200.798983
69.34345396,Male,208.8097753
65.28602551,Male,161.4200817
70.92184441,Male,207.8359446
68.59666269,Male,180.8312378
68.60379643,Male,176.8154762
69.47874412,Male,194.6037685
65.93089621,Male,163.0084317
68.5233453,Male,173.2706572
73.92912413,Male,215.6200354
71.19793782,Male,210.134529
66.55658687,Male,185.0423241
71.74227623,Male,187.9653554
69.74482933,Male,188.1811248
66.75065413,Male,179.5420171
69.69242226,Male,211.718429
70.40351683,Male,197.6921421
69.01973611,Male,186.287992
64.73228716,Male,166.1060724
70.99807444,Male,188.81177
64.45981425,Male,161.3787732
69.74952258,Male,193.4762588
71.52684881,Male,189.2822461
68.32791586,Male,207.7849246
70.76472016,Male,199.3230943
71.41904963,Male,209.8582566
69.39047409,Male,180.1754728
72.00173222,Male,196.2144145
69.19147497,Male,189.4388404
66.16636328,Male,165.5146074
67.272143,Male,182.3943347
70.9158354,Male,189.5576375
69.11988779,Male,189.6259141
67.40902587,Male,170.1913254
72.93864904,Male,216.0974547
70.4909287,Male,177.0677744
69.00825946,Male,196.0511888
66.76210992,Male,167.7004962
69.12066373,Male,179.6078701
73.12626719,Male,220.6614051
67.4868239,Male,164.2952413
64.95507833,Male,156.5447863
67.78248907,Male,183.681029
67.6623988,Male,170.3054935
66.47639701,Male,168.6272639
72.9870702,Male,209.6379745
69.56323228,Male,195.346027
71.00356014,Male,194.3226014
69.91563736,Male,219.3679167
71.69714179,Male,205.1617483
67.64994086,Male,178.8826337
68.29555456,Male,181.7249315
68.68725567,Male,203.5603338
68.91577165,Male,165.1558987
68.96087967,Male,197.9314296
67.2472352,Male,173.284033
68.91586364,Male,183.9477889
65.8385445,Male,139.5340469
64.67107555,Male,160.1885313
66.29589772,Male,163.6040022
67.09758575,Male,193.9551074
66.99828973,Male,189.8933425
70.9619709,Male,184.223932
68.4208722,Male,190.7955422
67.65252759,Male,188.2006794
75.62019316,Male,226.2077799
70.54924202,Male,197.8793731
68.89083891,Male,190.5134869
68.28453192,Male,176.2465834
64.99507826,Male,177.7270945
65.57577154,Male,173.6915922
69.30608824,Male,210.4636875
65.70471542,Male,170.1005633
67.80399101,Male,173.4598918
69.21614731,Male,184.9366903
68.01500601,Male,194.2869459
61.92694894,Male,149.1496848
67.26636272,Male,192.4707696
67.67682185,Male,179.750808
69.97090362,Male,202.863293
65.31346154,Male,163.3573315
71.90600544,Male,217.0277146
66.23390404,Male,183.1612325
65.81494282,Male,166.5836105
72.84494786,Male,205.2508892
70.94944345,Male,189.7030888
71.34380763,Male,218.5863364
71.05566416,Male,203.139433
61.92554729,Male,139.9050703
68.76245756,Male,196.2938059
67.58394143,Male,179.9370112
67.36169467,Male,164.1459224
65.87915656,Male,168.1748644
68.69476215,Male,189.7425419
69.53486155,Male,195.1703915
66.63469083,Male,190.4679588
69.80990157,Male,204.4265983
68.67987369,Male,196.1516228
71.61517875,Male,209.6707739
69.68979533,Male,190.9334005
70.90108637,Male,197.9448324
68.00581399,Male,186.7803378
70.61574398,Male,188.6638321
71.57119416,Male,176.3766428
73.01286326,Male,209.3294834
60.74811787,Male,136.1678657
69.08211963,Male,190.9351825
69.33873763,Male,191.4456543
67.75713771,Male,184.9382299
76.02708186,Male,232.313471
72.22761616,Male,201.778854
68.92104135,Male,188.3288071
65.33492768,Male,174.6556973
65.93240345,Male,183.9433388
70.46668931,Male,187.517442
73.18104362,Male,213.8474529
68.55087969,Male,175.2195188
68.52940825,Male,169.5448054
63.59645542,Male,144.5919224
67.14424123,Male,175.6791902
70.81637062,Male,197.1984016
73.53028481,Male,222.9259167
66.14106892,Male,165.4045453
67.90684975,Male,170.4172312
71.43337582,Male,216.6339997
67.1126798,Male,173.7075042
73.28391797,Male,217.8960397
63.67258315,Male,161.0131458
69.2253203,Male,193.7563258
69.67012402,Male,177.1191607
70.48544817,Male,204.8274497
69.00467787,Male,176.7318925
68.45789401,Male,192.7618857
66.02473378,Male,166.9610205
69.31816913,Male,186.7379955
69.07774056,Male,188.5061787
73.56227037,Male,208.3614918
66.08768889,Male,161.4958143
73.52598433,Male,214.9664592
69.67906022,Male,205.1334355
66.67678112,Male,183.1973068
72.96166547,Male,208.8950443
68.24687214,Male,207.9255765
71.95662589,Male,210.6638278
71.05863335,Male,204.2728377
66.97694995,Male,195.1987301
68.47800208,Male,190.6860225
71.28444139,Male,199.6353266
64.98045629,Male,166.8215473
66.76188387,Male,178.797509
68.76616172,Male,185.7721575
68.99254357,Male,193.7549909
71.2951946,Male,228.8005161
69.0494784,Male,192.3497017
66.54148202,Male,175.9834911
68.51552345,Male,176.1412392
67.45971531,Male,177.4825249
71.35738241,Male,201.7607769
68.59040604,Male,176.8430799
69.73608671,Male,185.5242604
69.83385707,Male,188.041029
72.41058576,Male,189.3844383
65.43459687,Male,166.096744
66.26765677,Male,170.2501787
69.97430087,Male,212.804259
71.20919422,Male,196.1455062
69.93740019,Male,202.2790697
71.38602219,Male,201.3320069
64.58878167,Male,158.4540944
68.79298442,Male,174.4894863
68.44574673,Male,183.7833827
69.20157812,Male,188.1035061
69.42601731,Male,176.1934298
69.6062252,Male,194.2007119
72.88170697,Male,194.1995089
62.17833122,Male,145.8988424
68.87470662,Male,191.8337092
71.08008356,Male,209.8535536
72.18253412,Male,201.2614644
72.06275498,Male,208.7818534
67.38005789,Male,182.6734054
67.93463453,Male,166.4350688
70.80193026,Male,193.3935426
65.54912127,Male,178.4481797
70.19122448,Male,205.9417907
71.77899537,Male,199.2098424
68.13028842,Male,192.0295666
68.35948256,Male,175.2608644
66.09035701,Male,170.0064451
71.58012314,Male,205.3475962
73.53666772,Male,196.0432951
71.11553184,Male,208.1452566
70.79430255,Male,202.8907578
71.72906048,Male,188.595024
63.19653037,Male,162.4297274
68.10111341,Male,182.8523991
65.85609973,Male,157.3174614
68.3464565,Male,178.6759921
69.56022893,Male,187.2174859
68.72830407,Male,171.6209666
70.15827765,Male,200.5341783
68.92333665,Male,193.9273604
64.3001742,Male,155.489729
70.45563306,Male,192.527905
68.62406319,Male,159.8624674
69.66475174,Male,176.2592744
69.05888454,Male,171.7089263
67.22698623,Male,181.7096189
66.11579969,Male,171.3866592
68.61738735,Male,179.1320246
69.24901281,Male,187.4693714
69.64190618,Male,182.0045223
72.79702836,Male,214.4740355
75.04399507,Male,208.526427
70.97268413,Male,190.2219929
74.38801243,Male,217.1437905
64.36216387,Male,156.0738985
71.32700107,Male,206.3851911
67.17202444,Male,178.1527814
74.40167189,Male,228.8383958
63.86792096,Male,174.4733629
68.88599177,Male,164.2149026
72.13199022,Male,212.1572757
68.40372617,Male,206.0149398
65.09265639,Male,167.433533
69.22967912,Male,195.2186397
71.94778826,Male,209.1754891
67.46299066,Male,182.3012856
69.31290864,Male,190.1851469
63.73104817,Male,160.3449039
60.6798174,Male,129.3010238
70.66332308,Male,195.6263191
67.59403113,Male,186.7514169
74.64950788,Male,227.5006451
70.46707885,Male,197.187532
71.94401052,Male,209.5562827
74.02575081,Male,209.7592721
70.78222816,Male,220.4367864
64.72725696,Male,169.207937
68.38302408,Male,185.8456168
71.4692208,Male,192.6914931
66.94445374,Male,177.0260878
70.796979,Male,199.9473831
65.29243478,Male,168.7102903
61.75400983,Male,123.528143
62.48067131,Male,160.2422382
67.80567987,Male,197.082611
69.52599428,Male,161.9709376
72.50075663,Male,201.6550559
70.48529474,Male,194.7861983
66.68973599,Male,162.5654067
71.29191758,Male,175.8109677
71.7967672,Male,209.3793102
73.05634425,Male,204.4603316
68.85335437,Male,210.8690842
66.04544386,Male,169.3262842
73.98590142,Male,223.326105
69.25161788,Male,192.9468911
69.34065722,Male,172.9048014
70.97626497,Male,191.5721536
63.56127763,Male,157.1195445
69.77015095,Male,182.7954943
65.18847756,Male,151.8869422
69.97894082,Male,193.3410828
69.75059715,Male,185.4279701
71.17143115,Male,195.3823108
70.57200178,Male,174.1968873
65.65108952,Male,164.6498139
67.13841414,Male,163.8450013
65.91808694,Male,174.7199581
73.78663644,Male,212.900556
67.73725134,Male,172.7942606
65.54407625,Male,171.9803313
71.21391257,Male,195.9234165
65.59235403,Male,174.8153485
65.66755448,Male,174.5668558
61.97273588,Male,140.2777497
73.89993869,Male,215.5597033
72.34218364,Male,215.8582339
70.31169434,Male,184.2438603
67.11556435,Male,168.2021671
65.93248176,Male,151.3846182
67.22774502,Male,185.9701609
70.11434363,Male,203.2417318
74.84149972,Male,223.9456703
64.52730263,Male,148.4721859
70.05125469,Male,207.1946473
71.83316878,Male,205.1930618
72.83673969,Male,209.4224843
73.30186575,Male,199.1669287
66.39319245,Male,165.0646095
66.51516196,Male,180.7605348
69.27281261,Male,202.2987602
68.23195393,Male,195.2619903
70.41386903,Male,184.2326617
69.72688521,Male,188.4537597
65.51073389,Male,157.2050253
69.13726936,Male,196.5523243
73.6661888,Male,208.3661793
65.89275253,Male,158.1849857
68.35442896,Male,184.598428
70.42473053,Male,197.9075211
72.08020115,Male,202.8672367
71.71112479,Male,199.080779
65.72916187,Male,156.2239585
63.8983382,Male,168.299538
70.31600971,Male,201.5106881
65.78872979,Male,174.5848799
69.82746419,Male,196.930792
68.33115009,Male,197.7567703
67.74158927,Male,165.6432833
75.03388944,Male,232.8861171
73.40405852,Male,192.7324047
69.55476188,Male,192.1816687
64.53903978,Male,157.1292772
67.54676147,Male,163.4952026
73.09647798,Male,205.157578
66.55398107,Male,171.4285919
73.99160419,Male,208.9645836
70.86268806,Male,209.759114
71.5687337,Male,206.2604578
65.83839113,Male,177.2116966
70.27553366,Male,211.7162538
61.773522,Male,149.5148392
74.82494531,Male,220.3363669
71.60514585,Male,192.4279136
67.26010358,Male,163.3865127
70.92419443,Male,199.7783726
75.05966865,Male,218.583688
73.10087624,Male,223.2064516
70.66199203,Male,217.9518826
67.14466735,Male,171.2077789
67.12315343,Male,147.5379562
69.52494396,Male,170.0371863
65.22469166,Male,160.8360745
68.41046282,Male,185.1277355
68.7634637,Male,177.0833882
67.93686881,Male,188.8840968
69.23782869,Male,159.2448862
68.46572392,Male,188.079276
65.6942936,Male,150.9606196
69.43099805,Male,172.3258812
66.13539142,Male,166.3638187
70.87704813,Male,186.3398244
65.973065,Male,187.6583791
64.93911542,Male,163.8801985
68.36860332,Male,196.9495064
69.52555131,Male,189.7073988
66.45560214,Male,188.9748473
69.47458176,Male,177.3439177
68.7300987,Male,184.130432
73.78127448,Male,221.2400958
76.50188334,Male,217.8823464
71.22570192,Male,199.182763
64.50621045,Male,164.5003666
66.50381494,Male,163.2698893
69.21041304,Male,187.6248203
63.54636972,Male,150.3466585
69.73112843,Male,202.7071024
68.60820846,Male,181.7248365
71.46413025,Male,206.5908567
69.509488,Male,203.9854155
73.75963574,Male,231.6086709
68.27778676,Male,195.1899302
72.45463342,Male,200.2900045
70.76919327,Male,195.3530575
70.45214074,Male,188.0988373
68.90409885,Male,194.6597698
69.23842719,Male,197.4120914
67.27784728,Male,156.4163422
71.46376469,Male,207.768535
68.84063351,Male,171.9211499
71.40596471,Male,216.9232912
70.14487407,Male,190.5853768
70.67969103,Male,206.1198392
68.54111605,Male,201.1088923
71.43472691,Male,206.5940588
65.22082048,Male,158.9871861
70.77315142,Male,208.2235661
69.76009479,Male,187.8120619
63.96253068,Male,168.3494568
70.30416327,Male,196.8350517
70.31684922,Male,205.5218858
67.40540788,Male,164.5743913
67.12150305,Male,167.1915272
68.37757989,Male,168.9973239
69.57823897,Male,184.2198182
62.53225328,Male,168.1533262
69.33682153,Male,184.1194153
66.78746728,Male,172.1754663
75.39129223,Male,218.6046973
70.21362908,Male,189.6582738
71.10356362,Male,196.7599362
69.79388789,Male,181.7231932
66.47184446,Male,175.3891518
70.71371409,Male,208.7104386
63.61871729,Male,162.6749752
70.54927972,Male,191.3188108
67.40282109,Male,192.6726758
71.4351749,Male,213.3377733
68.59340514,Male,187.4025309
71.45232654,Male,203.448273
70.69878995,Male,189.9854788
71.39146448,Male,197.3070586
70.48564317,Male,193.359947
74.40818786,Male,226.7010229
63.40042323,Male,185.188138
68.39971912,Male,171.3291085
67.42985418,Male,175.1243663
70.81199997,Male,196.2211135
67.11027101,Male,194.7523537
67.7282199,Male,184.4684504
68.55083219,Male,179.5567899
68.61948497,Male,192.6056386
70.60576101,Male,197.3412472
67.08678122,Male,164.1757008
65.31170819,Male,167.3277028
69.92414675,Male,185.8665843
68.36463488,Male,193.9817476
70.86980492,Male,205.8639345
76.01230001,Male,235.4379661
67.96596781,Male,176.9667279
69.76508744,Male,199.0264276
69.56867239,Male,200.7040517
71.56001874,Male,213.9785966
70.95804927,Male,201.6633373
65.44092231,Male,144.1320269
70.97612452,Male,202.603188
67.99285124,Male,183.9580892
70.51851509,Male,199.568441
69.10919144,Male,176.045407
71.6055731,Male,194.9325685
69.88955858,Male,203.5183265
66.45689878,Male,166.6846488
70.29135418,Male,207.5085426
62.6199652,Male,152.8529747
66.62168183,Male,146.2308047
65.35028818,Male,156.7613371
71.60673989,Male,209.9649432
69.41291443,Male,183.9021104
69.89381359,Male,200.7968545
65.66595856,Male,164.2156392
64.40827325,Male,154.6410416
68.62688583,Male,189.4492405
69.60028264,Male,176.5948886
67.45323124,Male,173.2722178
68.1699946,Male,185.2531099
69.55361404,Male,203.8110909
65.74729799,Male,182.0516903
73.12239315,Male,201.703778
66.620926,Male,177.8426553
69.14590899,Male,202.6281961
65.96579505,Male,186.2254307
67.20326642,Male,185.4540072
65.45395717,Male,175.844485
73.03009203,Male,209.5878005
68.3172449,Male,179.370856
66.33428146,Male,165.3682765
72.36198348,Male,198.2629703
67.71742749,Male,184.9318042
70.4775913,Male,200.2479962
71.16299165,Male,199.443989
69.35477956,Male,202.3322157
70.09723765,Male,201.993728
69.2972917,Male,197.3587607
63.30996928,Male,157.0035437
67.88722989,Male,183.3433272
73.2029699,Male,203.0231161
73.1411551,Male,193.9260342
70.89598255,Male,195.6013653
72.14269267,Male,214.8539253
72.13277787,Male,184.1471888
71.20661874,Male,193.74326
66.25215051,Male,170.1094996
72.34158877,Male,205.6996211
68.06892211,Male,166.2635001
71.39730891,Male,198.4067338
65.72603205,Male,169.6752603
67.11044742,Male,160.0502853
72.21503491,Male,204.9377601
63.00978308,Male,147.90182
69.56915521,Male,180.9498234
70.40400168,Male,217.8372448
68.0302156,Male,189.3616398
69.77791032,Male,176.0902893
62.07863519,Male,130.2772749
65.83441968,Male,159.3191151
70.78093604,Male,191.9681779
69.57143021,Male,182.1541392
67.32706481,Male,188.3517257
67.81460188,Male,191.7600018
66.68224277,Male,162.7669683
69.63970875,Male,197.5962131
64.7742374,Male,182.5898441
73.96294107,Male,200.0071609
67.93338384,Male,184.40952
66.77003947,Male,165.489768
68.93635758,Male,176.6521792
76.43455871,Male,228.8729906
68.99614537,Male,180.3509244
73.50183962,Male,225.9722183
69.6031034,Male,189.8166449
72.06737999,Male,202.2620741
70.48922454,Male,178.9187142
67.03485056,Male,167.0442331
66.1841085,Male,172.6376115
68.6942095,Male,179.9625088
66.65323374,Male,160.1474361
69.83865708,Male,178.3924826
66.24506481,Male,154.5886896
72.81103161,Male,208.8488465
64.47474696,Male,169.4306343
69.75447933,Male,181.6410489
70.66144439,Male,203.8447916
72.47061849,Male,184.4463253
68.17153285,Male,199.7018115
72.98717143,Male,206.6293992
70.53356477,Male,196.5843459
70.04695307,Male,190.0024052
69.01606716,Male,196.7639075
73.54916227,Male,222.2974921
68.11809783,Male,180.0656094
68.28763703,Male,178.4325977
71.52704769,Male,202.7487397
73.39654293,Male,220.9457607
69.84456408,Male,198.6302782
70.15196588,Male,203.7344808
66.29972587,Male,150.1493613
76.49293396,Male,227.139296
71.0323852,Male,186.7624875
66.63104094,Male,170.4211493
66.07553682,Male,182.4280025
70.61316241,Male,187.4720235
65.20348068,Male,158.6645552
66.86186129,Male,175.7972754
73.7579983,Male,220.770232
69.89808607,Male,195.7589355
69.52731972,Male,189.0273679
66.74447747,Male,154.1268504
69.07449203,Male,179.3868167
68.56175073,Male,172.1953637
70.32255001,Male,190.4617768
71.94912042,Male,208.0889465
70.91655179,Male,191.883267
70.37112335,Male,197.3824157
67.79647715,Male,189.6831513
68.69999563,Male,208.0681993
69.1146318,Male,188.7172726
67.69710365,Male,187.4238964
71.28033023,Male,217.9035994
71.42757519,Male,201.8428087
71.04335632,Male,204.6277277
64.72625594,Male,143.3475655
67.14815944,Male,182.031248
72.29169703,Male,202.1043716
70.24286617,Male,192.7961126
64.45785785,Male,158.9166993
74.46498854,Male,213.4821026
65.29891515,Male,162.8182755
72.74952611,Male,212.1807188
65.71817875,Male,155.1755428
68.89009494,Male,194.6814346
73.03840861,Male,209.4753881
69.86074638,Male,198.3218281
69.86119695,Male,179.6624965
71.76556166,Male,192.6903832
66.82084589,Male,179.8015682
67.78769383,Male,190.5067956
69.25071385,Male,196.1411445
68.92967211,Male,180.8264574
68.99710986,Male,186.635313
66.37399493,Male,167.784391
66.37651933,Male,179.4688864
69.05456976,Male,181.3603512
65.6674754,Male,161.4222109
62.75287752,Male,149.759706
66.57798671,Male,161.2018906
67.27217066,Male,187.3633658
69.83655165,Male,176.0116733
74.21643094,Male,238.5694509
71.23052856,Male,209.0328768
70.76286513,Male,194.7965673
67.87895388,Male,163.7244326
67.11452669,Male,182.5124511
66.53981222,Male,175.0932547
67.09121866,Male,180.8807246
68.89341765,Male,172.6542379
71.88269674,Male,207.5756136
70.53187611,Male,194.009473
69.2081082,Male,187.8671025
66.85473775,Male,161.2239648
77.16080089,Male,228.7073009
68.19853732,Male,176.4568284
66.79579309,Male,186.9938986
74.07020621,Male,218.4235845
69.69174305,Male,184.6189529
70.48275741,Male,199.359224
66.20296361,Male,164.6344637
71.85788791,Male,193.4299898
65.97520718,Male,171.0768314
72.67696109,Male,217.5614154
69.81202171,Male,188.0649839
69.04314598,Male,178.1848175
63.85067839,Male,151.9966615
64.90978524,Male,145.1761359
65.04544401,Male,147.6602601
68.87439619,Male,183.4385392
69.9822195,Male,178.3484391
62.70930371,Male,152.8204681
66.92343676,Male,173.6342571
67.26904397,Male,180.0356727
72.12252553,Male,200.3368056
69.61140326,Male,170.2961967
65.18470087,Male,166.7385547
74.08027495,Male,194.7788543
61.12182863,Male,152.7911301
68.32145287,Male,206.4261469
63.9529284,Male,164.7714754
